case_id,week,weight,state,metro,region,ownhome,mstatus,employ,totper,adults,kids1217,kids611,kidsless,parent,totalage,refage,educ,income,race,polparty,polviewr,polview,ideology,regvote,sex,religion,ident,anycell,anyland,bornus,date,healthin,typeins,instype,he2z,partyln,partycom,covi1b,covi1bne,covi1c,covi1cne,covi2,covi2net,covi3,covi4,covi4net,covi5,covi6a,covi6ane,covi6b,covi6bne,covi6c,covi6cne,covi6d,covi6dne,covi7,covi8,covi9
50000228,816,.3287,ND,Center City (Metro),North Central,Rented,"Single, that is never married",Temporarily unemployed,One,One, , , , ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","Less than $15,000",White Non-Hispanic,An Independent,d3 1-5 asked,Very liberal,Liberal Net,Yes,Male,Atheist,Landline,"Yes, respondent or someone in household has cell phone", , ,200423,"No, not covered by health insurance", , , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Not too worried,Not too/not worried at all,No, , , , , , , , , , , ,Appropriate,Appropriate,Oppose
50000230,816,.4738,WI,Center City County (Metro),North Central,Owned,"Single, living with a partner",Full-time,Two,Two, , , , ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$250,000 or more",White Non-Hispanic,A Democrat,d3 5-1 asked,Somewhat liberal,Liberal Net,Yes,Male,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", , ,200423,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Appropriate,Appropriate,Oppose
50000231,816,.3287,MO,Non-Metro,North Central,Owned,"Single, that is never married",Full-time,One,One, , , , ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$25,000 but less than $30,000",White Non-Hispanic,An Independent,d3 5-1 asked,Very liberal,Liberal Net,Yes,Male,Methodist,Landline,"Yes, respondent or someone in household has cell phone", , ,200423,"Yes, covered by health insurance",Somewhere else, , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Not so good,Not so good/poor,Not worried at all,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not too much,Not too much/not at all,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,Not at all,Not too much/not at all,Appropriate,Appropriate,Support
50000232,816,.5099,DE,Center City County (Metro),South,Owned,Married,Full-time,Two,Two, , , , ,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$50,000 but less than $75,000",Refused,A Democrat,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Male,Nothing in particular,Landline,"Yes, respondent or someone in household has cell phone", , ,200423,"Yes, covered by health insurance",Somewhere else, , , ,Democrat/leans Democrat,Good,Excellent/good,Poor,Not so good/poor,Not too worried,Not too/not worried at all,No, , , , , , , , , , , ,Appropriate,Appropriate,Support
50000234,816,.9571,MO,Surburban (Metro),North Central,Owned,Married,Retired,Two,Two, , , , ,50-64,45-64,Two year associate degree from a college or university,"$50,000 but less than $75,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Male,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", , ,200423,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,From healthcare.gov/state-specific marketplace, ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Very worried,Very/somewhat worried,No, , , , , , , , , , , ,Appropriate,Appropriate,Support
50000235,816,1.0975,CO,Surburban (Metro),West,Owned,Married,Full-time,Six or more,Two,Two,Two,One,Yes,30-49,30-44,"Some postgraduate or professional schooling, no postgraduate degree","$75,000 but less than $100,000",White Hispanic,A Republican,d3 5-1 asked,Very conservative,Conservative Net,Yes,Female,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", ,United States,200423,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , , ,Republican/leans Republican,Excellent,Excellent/good,Not so good,Not so good/poor,Not too worried,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not too much,Not too much/not at all,Too restrictive,Too restrictive,Oppose
50000237,816,.8028,CO,Center City County (Metro),West,Rented,Married,Student,Four,Two,None,Two,None,Yes,30-49,30-44,"Some college, no degree (includes community college)","$15,000 but less than $25,000",White Non-Hispanic,An Independent,d3 1-5 asked,Very conservative,Conservative Net,Yes,Female,Refused,Landline,"Yes, respondent or someone in household has cell phone", , ,200423,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,Republican,Republican/leans Republican,Excellent,Excellent/good,Good,Excellent/good,Not too worried,Not too/not worried at all,Yes,Definitely use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Too restrictive,Appropriate,Support
50000238,816,.5054,CO,Non-Metro,West,Rented,Married,Full-time,Four,Two,None,Two,None,Yes,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,A Republican,d3 1-5 asked,Very conservative,Conservative Net,Yes,Male,Protestant,Landline,"Yes, respondent or someone in household has cell phone", , ,200423,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,Directly from an insurance company,Not sure, ,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Not too worried,Not too/not worried at all,No, , , , , , , , , , , ,Appropriate,Appropriate,Support
50000241,816,.392,ID,Surburban (Metro),West,Owned,Widowed,Retired,One,One, , , , ,65+,65+,Two year associate degree from a college or university,"$40,000 but less than $50,000",White Non-Hispanic,A Republican,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", , ,200423, , , , , ,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Not worried at all,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Too restrictive,Too restrictive,Support
50000242,816,.2611,NM,Center City (Metro),West,Owned,"Single, that is never married",Retired,One,One, , , , ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Refused,White Non-Hispanic,A Democrat,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", , ,200423, , , , , ,Democrat/leans Democrat,Poor,Not so good/poor,Excellent,Excellent/good,Very worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Comfortable,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Appropriate,Appropriate,Oppose
50000243,816,.5522,WA,Center City (Metro),West,Owned,"Single, that is never married",Temporarily unemployed,Three,Three, , , , ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,An Independent,d3 1-5 asked,Somewhat liberal,Liberal Net,No,Female,Agnostic,Landline,"Yes, respondent or someone in household has cell phone", , ,200423,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Excellent,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,Appropriate,Appropriate,Oppose
50000244,816,.5244,CA,Center City County (Metro),West,Owned,Widowed,Retired,One,One, , , , ,65+,65+,"Some college, no degree (includes community college)","$100,000 to under $150,000",White Non-Hispanic,An Independent,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,Protestant,Landline,No, , ,200423, , , , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried, , , , , , , , , , , , ,Not restrictive enough,Appropriate,Support
50000245,816,.5359,CA,Center City (Metro),West,Owned,"Single, that is never married",Part-time,One,One, , , , ,50-64,45-64,"Some college, no degree (includes community college)","$30,000 but less than $40,000",Black Non-Hispanic,A Democrat,d3 5-1 asked,Very conservative,Conservative Net,Yes,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", , ,200423,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,From healthcare.gov/state-specific marketplace, , ,Democrat/leans Democrat,Excellent,Excellent/good,Excellent,Excellent/good,Not too worried,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Appropriate,Appropriate,Support
50000246,816,.6147,WA,Center City County (Metro),West,Owned,Married,Retired,Two,Two, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",White Non-Hispanic,An Independent,d3 5-1 asked,Very conservative,Conservative Net,Yes,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", , ,200423, , , , ,Republican,Republican/leans Republican,Excellent,Excellent/good,Poor,Not so good/poor,Not too worried,Not too/not worried at all,No, , , , , , , , , , , ,Too restrictive,Too restrictive,Support
50000247,816,.5899,CA,Non-Center City (Metro),West,Owned,"Single, that is never married",Part-time,Four,Four, , , , ,18-29,18-29,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","Less than $15,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Very liberal,Liberal Net,Yes,Male,Nothing in particular,Landline,"Yes, respondent or someone in household has cell phone", , ,200423,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Excellent,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Appropriate,Appropriate,Oppose
50000248,816,.2202,CA,Surburban (Metro),West,Rented,Widowed,Retired,One,One, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Refused,White Non-Hispanic,A Democrat,d3 1-5 asked,Very conservative,Conservative Net,Yes,Male,Protestant,Landline,"Yes, respondent or someone in household has cell phone", , ,200423, , , , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Good,Excellent/good,Not worried at all,Not too/not worried at all,Don't know, , , , , , , , , , , ,Don't know,Appropriate,Don't know
50000250,816,.2805,PA,Surburban (Metro),North East,Owned,Widowed,Retired,One,One, , , , ,65+,65+,"Some college, no degree (includes community college)",Refused,White Non-Hispanic,Don't know,d3 5-1 asked,Moderate,Moderate,Yes,Female,Nothing in particular,Landline,"Yes, respondent or someone in household has cell phone", , ,200424, , , , ,Neither/other,Independent/other,Good,Excellent/good,Excellent,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not at all,Not too much/not at all,Not restrictive enough,Appropriate,Oppose
50000252,816,1.2686,AL,Non-Metro,South,Rented,Refused,Homemaker,Two,Two, , , , ,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),"Less than $15,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", , ,200424,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,Republican,Republican/leans Republican,Not so good,Not so good/poor,Not so good,Not so good/poor,Not too worried,Not too/not worried at all,No, , , , , , , , , , , ,Appropriate,Not restrictive enough,Support
50000253,816,.455,OK,Non-Metro,South,Owned,Married,Retired,Two,Two, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",White Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Male,Baptist,Landline,"Yes, respondent or someone in household has cell phone", , ,200424, , , , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Very worried,Very/somewhat worried,No, , , , , , , , , , , ,Appropriate,Appropriate,Support
50000255,816,.8165,KY,Surburban (Metro),South,Rented,Widowed,Temporarily unemployed,Refused,Refused, , , , ,30-49,45-64,High school graduate (Grade 12 with diploma or GED certificate),"$15,000 but less than $25,000",Black Non-Hispanic,A Democrat,d3 5-1 asked,Somewhat conservative,Conservative Net,No,Male,Baptist,Landline,"Yes, respondent or someone in household has cell phone", , ,200424,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , , ,Democrat/leans Democrat,Good,Excellent/good,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,Appropriate,Appropriate,Support
