case_id,week,weight,state,metro,region,ownhome,mstatus,employ,totper,adults,kids1217,kids611,kidsless6,parent,totalage,refage,educ,income,race,polparty,polviewrot,polview,ideologynet,regvote,sex,religion,ident,anycell,anyland,bornus,date,healthins,typeins,instype,he2z,partyln,partycomb,covi1a,covi1anet,covi1b,covi1bnet,covi1c,covi1cnet,covi1d,covi1dnet,covi2,covi3,covi4,covi4net,covi5,covi5net,covi6,covi6net,covi7,covi8,covi9,covi10,covi11,covi12rot,covi12
70000046,815,.5072,NJ,Center City County (Metro),North East,Owned,Married,Part-time,Five,Three,Two,None,None,No,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",Black Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Female,Baptist,Cell Phone sample, ,"Yes, has a home telephone", ,200414, , , , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Excellent,Excellent/good,Good,Excellent/good,"Yes, serious stress",Yes,Somewhat concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,Yes,Yes,Yes,"Yes, wore mask or face covering",Or will it take longer than that,slowly/quickly,Slowly
70000048,815,.5339,MI,Center City County (Metro),North Central,Owned,Married,Part-time,Three,Two,One,None,None,Yes,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$150,000 to under $200,000",White Non-Hispanic,An Independent,d3 5-1 asked,Somewhat liberal,Liberal Net,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200414, , , , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Excellent,Excellent/good,Excellent,Excellent/good,"Yes, serious stress",No, , , , ,Very worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Or will it take longer than that,quickly/slowly,Slowly
70000052,815,1.622,DC,Center City (Metro),South,Rented,"Single, that is never married",Full-time,Three,Three, , , , ,18-29,18-29,Two year associate degree from a college or university,"$100,000 and over (Unspecified)",Asian/Chinese/Japanese,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Female,Buddhist,Cell Phone sample, ,"No, no home telephone", ,200414,"Yes, covered by health insurance",Somewhere else, , ,Neither/other,Independent/other,Not so good,Not so good/poor,Not so good,Not so good/poor,Good,Excellent/good,Good,Excellent/good,"Yes, serious stress",No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",By the end of July,quickly/slowly,Quickly
70000053,815,2.1635,KY,Non-Metro,South,Owned,"Single, that is never married",Full-time,Two,Two, , , , ,18-29,18-29,High school graduate (Grade 12 with diploma or GED certificate),"Less than $50,000 (Unspecified)",Asian/Chinese/Japanese,An Independent,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Male,Muslim/Islamic,Cell Phone sample, ,"No, no home telephone", ,200414,"Yes, covered by health insurance",Medicare, , ,Republican,Republican/leans Republican,Poor,Not so good/poor,Poor,Not so good/poor,Poor,Not so good/poor,Excellent,Excellent/good,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,Yes,Yes,No,"Yes, wore mask or face covering",Or will it take longer than that,quickly/slowly,Slowly
70000054,815,1.7694,MI,Surburban (Metro),North Central,Rented,"Single, that is never married",Disabled/Handicapped,One,One, , , , ,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),Refused,Mixed,An Independent,d3 1-5 asked,Moderate,Moderate,No,Male,Atheist,Cell Phone sample, ,"No, no home telephone", ,200414,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,Neither/other,Independent/other,Refused,Refused,Don't know,Don't know,Excellent,Excellent/good,Not employed,Not employed,Not a source of stress,Yes,Somewhat concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Not too worried,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",Don't know,quickly/slowly,Slowly
70000055,815,.5978,VA,Non-Metro,South,Owned,Divorced,Retired,One,One, , , , ,65+,65+,"Some college, no degree (includes community college)","Less than $15,000",White Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,200414, , , , ,Republican,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Not so good,Not so good/poor,Not employed,Not employed,"Yes, stress, but not serious",Yes,Not too concerned,Not too/not concerned at all,Not concerned at all,Not too/not concerned at all,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",By the end of May,quickly/slowly,Slowly
70000057,815,.7565,OH,Surburban (Metro),North Central,Owned,Married,Full-time,Two,Two, , , , ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 and over (Unspecified)",White Non-Hispanic,A Democrat,d3 5-1 asked,Moderate,Moderate,Yes,Male,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,200414,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Excellent,Excellent/good,Excellent,Excellent/good,Not a source of stress,No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Later in 2020,quickly/slowly,Quickly
70000059,815,1.9839,MO,Non-Metro,North Central,Owned,Married,Temporarily unemployed,Two,Two, , , , ,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"Less than $15,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,No,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200414,"Yes, covered by health insurance",Medicare, , ,Democratic,Democrat/leans Democrat,Good,Excellent/good,Poor,Not so good/poor,Excellent,Excellent/good,Not so good,Not so good/poor,"Yes, serious stress",Yes,Not too concerned,Not too/not concerned at all,Refused,Refused,Not too worried,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",Or will it take longer than that,quickly/slowly,Slowly
70000060,815,1.0946,IA,Non-Metro,North Central,Owned,Married,Full-time,Two,Two, , , , ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"Less than $50,000 (Unspecified)",White Non-Hispanic,A Republican,d3 1-5 asked,Very conservative,Conservative Net,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200414, , , , , ,Republican/leans Republican,Not so good,Not so good/poor,Excellent,Excellent/good,Excellent,Excellent/good,Not employed,Not employed,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,No, , ,Never left home,By the end of April,quickly/slowly,Quickly
70000064,815,1.3109,OK,Non-Metro,South,Owned,Married,Full-time,Three,Three, , , , ,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),"$40,000 but less than $50,000",White Non-Hispanic,A Republican,d3 1-5 asked,Very conservative,Conservative Net,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,200414,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Not so good,Not so good/poor,Excellent,Excellent/good,Good,Excellent/good,Good,Excellent/good,"Yes, stress, but not serious",No, , , , ,Not too worried,Not too/not worried at all,No, , ,"No, did not wear mask or face covering",By the end of May,slowly/quickly,Quickly
70000066,815,.6771,MN,Center City (Metro),North Central,Rented,"Single, living with a partner",Part-time,Three,Two,One,None,None,Yes,30-49,30-44,Two year associate degree from a college or university,"$40,000 but less than $50,000",Black Non-Hispanic,Refused,d3 1-5 asked,Somewhat liberal,Liberal Net,No,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200414,"No, not covered by health insurance", , , ,Refused/No answer,Refused,Poor,Not so good/poor,Poor,Not so good/poor,Good,Excellent/good,Not so good,Not so good/poor,"Yes, serious stress",Yes,Very concerned,Very concerned/somewhat concerned,Very concerned,Very concerned/somewhat concerned,Somewhat worried,Very/somewhat worried,No, , ,"No, did not wear mask or face covering",By the end of June,quickly/slowly,Slowly
70000069,815,1.3665,IN,Non-Metro,North Central,Refused,"Single, living with a partner",Temporarily unemployed,Refused,Refused, , , , ,30-49,45-64,Less than high school (Grades 1-8 or no formal schooling),"$250,000 or more",Native American/American Indian/Alaska Native,Refused,d3 5-1 asked,Refused,Refused,No,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200414,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,Refused/No answer,Refused,Excellent,Excellent/good,Excellent,Excellent/good,Not so good,Not so good/poor,Good,Excellent/good,Not a source of stress,No, , , , ,Not too worried,Not too/not worried at all,No, , ,"No, did not wear mask or face covering",Don't know,slowly/quickly,Refused
70000070,815,.6966,TX,Center City County (Metro),South,Owned,Married,Full-time,Two,Two, , , , ,30-49,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 to under $150,000",Asian/Chinese/Japanese,A Republican,d3 5-1 asked,Very conservative,Conservative Net,Yes,Male,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,200414,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Not so good,Not so good/poor,Not so good,Not so good/poor,Good,Excellent/good,Excellent,Excellent/good,"Yes, serious stress",No, , , , ,Very worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Later in 2020,slowly/quickly,Slowly
70000071,815,1.1593,CO,Surburban (Metro),West,Rented,"Single, that is never married",Temporarily unemployed,One,One, , , , ,30-49,30-44,Two year associate degree from a college or university,"$40,000 but less than $50,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,No,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200414,"No, not covered by health insurance", , , ,Republican,Republican/leans Republican,Poor,Not so good/poor,Good,Excellent/good,Not so good,Not so good/poor,Excellent,Excellent/good,"Yes, serious stress",Yes,Very concerned,Very concerned/somewhat concerned,Very concerned,Very concerned/somewhat concerned,Not too worried,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",By the end of April,slowly/quickly,Slowly
70000072,815,1.373,UT,Surburban (Metro),West,Rented,"Single, that is never married",Full-time,One,One, , , , ,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"$25,000 but less than $30,000",Native American/American Indian/Alaska Native,An Independent,d3 5-1 asked,Somewhat conservative,Conservative Net,No,Male,Refused,Cell Phone sample, ,"No, no home telephone", ,200414,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,Through an insurance agent or broker,Not sure,Refused/No answer,Refused,Not so good,Not so good/poor,Poor,Not so good/poor,Not so good,Not so good/poor,Excellent,Excellent/good,Not a source of stress,Refused, , , , ,Not worried at all,Not too/not worried at all,No, , ,"No, did not wear mask or face covering",By the end of June,slowly/quickly,Slowly
70000073,815,.6438,CO,Surburban (Metro),West,Owned,Married,Temporarily unemployed,Two,Two, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$150,000 to under $200,000",Mixed,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Male,"Pentecostal (Assemblies of God, Four-Square Gospel)",Cell Phone sample, ,"Yes, has a home telephone", ,200414, , , , ,Neither/other,Independent/other,Poor,Not so good/poor,Poor,Not so good/poor,Good,Excellent/good,Good,Excellent/good,"Yes, serious stress",Yes,Somewhat concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Later in 2020,slowly/quickly,Slowly
70000074,815,.8698,TX,Center City (Metro),South,Rented,"Single, living with a partner",Full-time,Two,Two, , , , ,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$75,000 but less than $100,000",Unspecified Hispanic,A Democrat,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone",United States,200414,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Poor,Not so good/poor,Poor,Not so good/poor,Good,Excellent/good,"Yes, stress, but not serious",Yes,Not concerned at all,Not too/not concerned at all,Not concerned at all,Not too/not concerned at all,Somewhat worried,Very/somewhat worried,No, , ,"No, did not wear mask or face covering",By the end of May,slowly/quickly,Slowly
70000075,815,.5085,NM,Non-Metro,West,Owned,Married,Retired,Four,Four, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Refused,White Non-Hispanic,A Republican,d3 1-5 asked,Very conservative,Conservative Net,Yes,Female,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,200414, , , , , ,Republican/leans Republican,Good,Excellent/good,Excellent,Excellent/good,Poor,Not so good/poor,Not employed,Not employed,"Yes, stress, but not serious",No, , , , ,Not worried at all,Not too/not worried at all,No, , ,"No, did not wear mask or face covering",By the end of May,slowly/quickly,Slowly
70000076,815,1.3235,CO,Non-Metro,West,Owned,Married,Homemaker,Four,Two,Two,None,None,Yes,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"Less than $15,000",White Non-Hispanic,An Independent,d3 5-1 asked,Refused,Refused,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone", ,200414,"Yes, covered by health insurance",Medicare, , ,Republican,Republican/leans Republican,Not so good,Not so good/poor,Good,Excellent/good,Not so good,Not so good/poor,Excellent,Excellent/good,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,No, , ,"No, did not wear mask or face covering",Or will it take longer than that,quickly/slowly,Slowly
70000080,815,1.143,TX,Center City County (Metro),South,Owned,Married,Full-time,Five,One,One,Three,None,No,30-49,30-44,Less than high school (Grades 1-8 or no formal schooling),"$15,000 but less than $25,000",White Non-Hispanic,A Republican,d3 5-1 asked,Moderate,Moderate,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200414,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , , ,Republican/leans Republican,Excellent,Excellent/good,Not so good,Not so good/poor,Not so good,Not so good/poor,Don't know,Don't know,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,Yes,Yes,No,"No, did not wear mask or face covering",By the end of May,slowly/quickly,Quickly
70000083,815,.9468,NV,Non-Metro,West,Owned,Married,Retired,Three,Three, , , , ,65+,65+,"Some college, no degree (includes community college)","$50,000 but less than $75,000",White Non-Hispanic,An Independent,d3 5-1 asked,Very liberal,Liberal Net,Yes,Female,Protestant,Cell Phone sample, ,"No, no home telephone", ,200414, , , , ,Republican,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Not employed,Not employed,"Yes, serious stress",Yes,Not too concerned,Not too/not concerned at all,Not too concerned,Not too/not concerned at all,Very worried,Very/somewhat worried,Yes,No,No,"Yes, wore mask or face covering",By the end of June,quickly/slowly,Slowly
